#DeltaTime, Location Error, Velocity Error
/InverseX
1.0892e-12, 0.0346344, 203048
1.08712e-12, 0.0345682, 202660
1.08504e-12, 0.0345022, 202273
1.08298e-12, 0.0344365, 201888
1.08092e-12, 0.034371, 201504
1.07887e-12, 0.0343058, 201122
1.07682e-12, 0.0342408, 200741
1.07479e-12, 0.0341761, 200361
1.07276e-12, 0.0341116, 199983
1.07074e-12, 0.0340474, 199607
1.06873e-12, 0.0339834, 199231
1.06672e-12, 0.0339196, 198858
1.06472e-12, 0.0338561, 198485
1.06273e-12, 0.0337928, 198114
1.06075e-12, 0.0337297, 197745
1.05878e-12, 0.0336669, 197376
1.05681e-12, 0.0336044, 197010
1.05485e-12, 0.033542, 196644
1.05289e-12, 0.0334799, 196280
1.05095e-12, 0.033418, 195917
1.04901e-12, 0.0333563, 195556
1.04708e-12, 0.0332949, 195196
1.04515e-12, 0.0332337, 194837
1.04323e-12, 0.0331727, 194479
1.04132e-12, 0.033112, 194123
1.03942e-12, 0.0330514, 193768
1.03752e-12, 0.0329911, 193415
1.03563e-12, 0.032931, 193062
1.03375e-12, 0.0328712, 192711
1.03187e-12, 0.0328115, 192361
1.03001e-12, 0.0327521, 192013
1.02814e-12, 0.0326928, 191666
1.02629e-12, 0.0326338, 191320
1.02444e-12, 0.032575, 190975
1.0226e-12, 0.0325164, 190632
1.02076e-12, 0.0324581, 190289
1.01893e-12, 0.0323999, 189948
1.01711e-12, 0.0323419, 189609
1.01529e-12, 0.0322842, 189270
1.01348e-12, 0.0322266, 188933
1.01168e-12, 0.0321693, 188596
1.00988e-12, 0.0321121, 188262
1.00809e-12, 0.0320552, 187928
1.00631e-12, 0.0319985, 187595
1.00453e-12, 0.0319419, 187264
1.00276e-12, 0.0318856, 186933
1.00099e-12, 0.0318295, 186604
9.99232e-13, 0.0317735, 186276
9.97479e-13, 0.0317178, 185950
9.95732e-13, 0.0316622, 185624
9.93991e-13, 0.0316069, 185299
9.92256e-13, 0.0315517, 184976
9.90528e-13, 0.0314968, 184654
9.88805e-13, 0.031442, 184333
9.87088e-13, 0.0313874, 184013
9.85378e-13, 0.031333, 183694
9.83673e-13, 0.0312788, 183376
9.81974e-13, 0.0312248, 183059
9.80281e-13, 0.0311709, 182744
9.78594e-13, 0.0311173, 182429
9.76912e-13, 0.0310638, 182116
9.75237e-13, 0.0310105, 181803
9.73567e-13, 0.0309574, 181492
9.71903e-13, 0.0309045, 181182
9.70244e-13, 0.0308518, 180873
9.68591e-13, 0.0307992, 180564
9.66944e-13, 0.0307468, 180257
9.65302e-13, 0.0306946, 179951
9.63666e-13, 0.0306426, 179646
9.62035e-13, 0.0305907, 179342
9.6041e-13, 0.0305391, 179039
9.58791e-13, 0.0304876, 178737
9.57177e-13, 0.0304363, 178437
9.55568e-13, 0.0303851, 178137
9.53965e-13, 0.0303341, 177838
9.52367e-13, 0.0302833, 177540
9.50774e-13, 0.0302327, 177243
9.49187e-13, 0.0301822, 176947
9.47605e-13, 0.0301319, 176652
9.46028e-13, 0.0300818, 176358
9.44457e-13, 0.0300318, 176065
9.4289e-13, 0.029982, 175773
9.41329e-13, 0.0299323, 175482
9.39773e-13, 0.0298829, 175192
9.38223e-13, 0.0298335, 174903
9.36677e-13, 0.0297844, 174615
9.35136e-13, 0.0297354, 174328
9.33601e-13, 0.0296866, 174042
9.3207e-13, 0.0296379, 173756
9.30545e-13, 0.0295894, 173472
9.29024e-13, 0.0295411, 173188
9.27509e-13, 0.0294929, 172906
9.25998e-13, 0.0294448, 172624
9.24493e-13, 0.029397, 172344
9.22992e-13, 0.0293492, 172064
9.21496e-13, 0.0293017, 171785
9.20005e-13, 0.0292543, 171507
9.18519e-13, 0.029207, 171230
9.17037e-13, 0.0291599, 170954
9.1556e-13, 0.0291129, 170679
9.14088e-13, 0.0290661, 170404
9.12621e-13, 0.0290195, 170131
9.11159e-13, 0.028973, 169858
9.09701e-13, 0.0289266, 169586
9.08248e-13, 0.0288804, 169315
9.06799e-13, 0.0288343, 169045
9.05355e-13, 0.0287884, 168776
9.03916e-13, 0.0287427, 168508
9.02481e-13, 0.028697, 168240
9.01051e-13, 0.0286515, 167974
8.99625e-13, 0.0286062, 167708
8.98204e-13, 0.028561, 167443
8.96787e-13, 0.028516, 167179
8.95375e-13, 0.0284711, 166916
8.93967e-13, 0.0284263, 166653
8.92564e-13, 0.0283817, 166391
8.91165e-13, 0.0283372, 166131
8.8977e-13, 0.0282928, 165871
8.8838e-13, 0.0282486, 165612
8.86994e-13, 0.0282046, 165353
8.85612e-13, 0.0281606, 165096
8.84235e-13, 0.0281168, 164839
8.82862e-13, 0.0280732, 164583
8.81493e-13, 0.0280297, 164328
8.80128e-13, 0.0279863, 164073
8.78768e-13, 0.027943, 163820
8.77412e-13, 0.0278999, 163567
8.7606e-13, 0.0278569, 163315
8.74712e-13, 0.027814, 163064
8.73369e-13, 0.0277713, 162813
8.72029e-13, 0.0277287, 162564
8.70694e-13, 0.0276863, 162315
8.69362e-13, 0.0276439, 162066
8.68035e-13, 0.0276017, 161819
8.66712e-13, 0.0275596, 161572
8.65393e-13, 0.0275177, 161326
8.64077e-13, 0.0274759, 161081
8.62766e-13, 0.0274342, 160837
8.61459e-13, 0.0273926, 160593
8.60156e-13, 0.0273512, 160350
8.58856e-13, 0.0273099, 160108
8.57561e-13, 0.0272687, 159866
8.5627e-13, 0.0272276, 159626
8.54982e-13, 0.0271867, 159386
8.53698e-13, 0.0271458, 159146
8.52418e-13, 0.0271051, 158908
8.51142e-13, 0.0270646, 158670
8.4987e-13, 0.0270241, 158433
8.48601e-13, 0.0269838, 158196
8.47337e-13, 0.0269436, 157960
8.46076e-13, 0.0269035, 157725
8.44819e-13, 0.0268635, 157491
8.43565e-13, 0.0268236, 157257
8.42316e-13, 0.0267839, 157024
8.41069e-13, 0.0267443, 156792
8.39827e-13, 0.0267048, 156560
8.38588e-13, 0.0266654, 156330
8.37353e-13, 0.0266261, 156099
8.36122e-13, 0.0265869, 155870
8.34894e-13, 0.0265479, 155641
8.3367e-13, 0.026509, 155413
8.32449e-13, 0.0264702, 155185
8.31232e-13, 0.0264315, 154958
8.30019e-13, 0.0263929, 154732
8.28809e-13, 0.0263544, 154507
8.27603e-13, 0.026316, 154282
8.264e-13, 0.0262778, 154057
8.252e-13, 0.0262397, 153834
8.24004e-13, 0.0262016, 153611
8.22812e-13, 0.0261637, 153389
8.21623e-13, 0.0261259, 153167
8.20437e-13, 0.0260882, 152946
8.19255e-13, 0.0260506, 152726
8.18076e-13, 0.0260131, 152506
8.16901e-13, 0.0259757, 152287
8.15729e-13, 0.0259385, 152068
8.1456e-13, 0.0259013, 151850
8.13395e-13, 0.0258643, 151633
8.12233e-13, 0.0258273, 151416
8.11074e-13, 0.0257905, 151200
8.09919e-13, 0.0257537, 150985
8.08767e-13, 0.0257171, 150770
8.07618e-13, 0.0256806, 150556
8.06472e-13, 0.0256441, 150343
8.0533e-13, 0.0256078, 150130
8.04191e-13, 0.0255716, 149917
8.03055e-13, 0.0255355, 149706
8.01922e-13, 0.0254995, 149494
8.00793e-13, 0.0254635, 149284
7.99667e-13, 0.0254277, 149074
7.98543e-13, 0.025392, 148864
7.97424e-13, 0.0253564, 148656
